Judul,Gambar,Sumber Gambar,Alat dan Bahan,Langkah,Jenis,Sumber Artikel,Artikel Serupa
Sapu dari Jerami,sapu_dari_jerami.jpg,-,"['Jerami kering', 'Tali rafia', 'Pisau']","['Kumpulkan jerami dalam jumlah yang banyak dan keringkan terlebih dahulu agar tidak lembab atau basah.', 'Susun jerami yang banyak kemudian potong semuanya secara simetris.', 'Jika sudah dipotong dan tersusun rapi, ikat menggunakan tali rafia dengan kuat bagian atasnya sampai jerami memekar dan bisa disapukan.', 'Siapkan kayu yang panjang dan bentuk seperti gagang sapu biasanya. Untuk ukurannya kamu bisa menyesuaikan dengan ukuran sapu jerami yang kamu buat.', 'Apabila kayu sudah selesai dibentuk, ikatkan jerami yang sudah kamu bentuk tadi pada ujung kayu menggunakan tali rafia dengan kuat. Pastikan ikatan tali rafia dililit dengan kuat dan tebal agar tidak terputus.']",organik,https://mamikos.com/info/contoh-produk-kerajinan-dari-limbah-lunak-organik-pljr/?halaman=2,"['Tempat Lilin', 'Lampu Gantung', 'Lampion Botol Kaca', 'Lonceng Angin dari Potongan Kaca', 'Kotak Pensil']"
Pembuatan Pupuk Kompos dari Sampah Bekas yang Mudah,pembuatan_pupuk_kompos_dari_sampah_bekas_yang_mudah.jpg,-,"['Sampah organik, seperti sisa makanan, sayuran, buah-buahan, daun-daunan, dan kotoran hewan', 'Tempat untuk menampung sampah organik, seperti bak, drum, atau tong bekas', 'Pisau atau gunting, untuk mencacah sampah organik', 'EM4, untuk mempercepat proses penguraian sampah organik']","['Cara pembuatan pupuk kompos dari sampah bekas yang pertama adalah mengumpulkan sampah. Sampah yang Anda kumpulkan harus dipisah antara yang organik maupun yang non organik.', 'Setelah Anda mengumpulkan semua sampah organik tersebut langkah selanjutnya adalah melakukan pencacahan yang bertujuan agar sampah organik tersebut menjadi lebih lembut. Buatlah sampah sayur organik menjadi berukuran 1 sampai dengan 2 cm.', 'Agar bisa menjadi pupuk kompos, Anda harus mendiamkan sampah organik yang sudah di cincang tersebut. Fungsi mendiamkan sampah organik tersebut agar terjadi pembusukan. Mempercepat proses pembusukan Anda bisa menggunakan larutan EM4 atau bisa juga menunggu sampah tersebut membusuk sendiri namun prosesnya lumayan lama.', 'Mendiamkan sampah organik tersebut harus di tempat yang tertutup rapat dan kedap udara. Udara bisa membuat proses pembusukan tidak berjalan dengan sempurna. Akan lebih efektif jika Anda mendiamkan sampah organik tersebut di ember yang memiliki tutup rapat.', 'Ketika Anda ingin menambahkan sampah harus ditambahkan larutan EM4 agar pembusukan bisa lebih sempurna dan merata.', 'Diamkan pupuk tersebut selama 2 minggu lamanya agar pembusukan sempurna. Selama 2 minggu tersebut Anda harus mengaduk pupuk di dalam ember selama 3 hari sekali. Jangan terlalu sering mengaduk dan jangan terlalu jarang. Waktu maksimal untuk pengadukan adalah 3 hari sekali.', 'Selama 2 minggu tersebut akan dua jenis pupuk kompos yang dihasilkan yaitu padat dan cair.']",organik,https://dlh.semarangkota.go.id/5-cara-pembuatan-pupuk-kompos-dari-sampah-bekas-yang-mudah/,"['Membuat Pupuk Kompos dari Sampah Dapur', 'Membuat Pupuk Kompos dari Sampah Organik Rumah Tangga', 'Membuat Pupuk Kompos dari Daun dan Nasi Aking', 'Membuat Pupuk Kompos dari Daun Hijau', 'Membuat Kompos dari Daun Kering dan Sisa Sayuran']"
Membuat Pupuk Kompos dari Sampah Organik Rumah Tangga,membuat_pupuk_kompos_dari_sampah_organik_rumah_tangga.jpg,-,"['Wadah berukuran besar dengan penutup (tong atau ember)', 'Sarung tangan', 'Sampah rumah tangga (bisa sisa makanan atau bekas sayuran)', 'Tanah', 'Air secukupnya', 'Arang sekam', 'kapur', 'Cairan pupuk EM4 sebagai tambahan']","['Siapkan sampah rumah tangga yang akan diolah menjadi pupuk kompos.', 'Pisahkan sampah organik (sisa makanan/dedaunan) dengan sampah plastik. Sampah organiklah yang nantinya akan digunakan sebagai pupuk kompos.', 'Siapkan wadah berukuran besar untuk membuat pupuk kompos. Jangan lupa bahwa wadah harus dilengkapi dengan penutup agar pupuk yang dibuat tidak akan terkontaminasi.', 'Masukkan tanah secukupnya ke dalam wadah yang telah diisi dengan sampah organik. Ketebalannya bisa kamu sesuaikan dengan wadah dan banyaknya sampah organik.', 'Siram permukaan tanah tersebut menggunakan air secukupnya.', 'Masukkan sampah organik yang telah dicampur arang sekam(optional) dan kapur pertanian ke dalam wadah.', 'Pastikan sampah disimpan secara merata. Sebisa mungkin ketebalan sampah setara dengan ketebalan tanah.','Siram dengan air yang telah bercampur EM4.','Masukkan lagi tanah ke dalam wadah. Kali ini tanah berperan sebagai penutup sampah.', 'Tutup wadah dengan rapat dan biarkan sekitar tiga minggu.', 'Pastikan wadah pembuat pupuk kompos tidak terkontaminasi oleh air hujan dan hewan.', 'Pastikan juga wadah tak terkena paparan sinar matahari.', 'Kalau semuanya sudah dilakukan, kini kamu bisa langsung menggunakan pupuk organik ini untuk memupuk semua jenis tanaman yang ada dipekarangan rumah.']",organik,https://dlh.palangkaraya.go.id/membuat-kompos-dari-sampah-organik/,"['Membuat Pupuk Kompos dari Sampah Dapur', 'Membuat Pupuk Kompos dari Daun Hijau', 'Pembuatan Pupuk Kompos dari Sampah Bekas yang Mudah', 'Membuat Pupuk Kompos dari Daun dan Nasi Aking', 'Membuat Kompos dari Daun Kering dan Sisa Sayuran']"
Bola Lampu dari Kulit Telur,bola_lampu_dari_kulit_telur.jpg,-,"['Telur ayam yang banyak', 'Set Lampu', 'Kawat besi', 'Air dan wadahnya', 'Cuka', 'Jarum', 'Lem']","['Kerajinan ini dibutuhkan kulit telur yang masih utuh, tapi isi dari telur sudah dikeluarkan terlebih dahulu. Dalam artian hanya mengeluarkan isi telur tanpa merusak kulit dari telur.', 'Rendam telur dalam air cuka untuk membuat telur menjadi lunak, elastis dan mudah untuk ditusuk. Kemudian tusuk telur untuk mengeluarkan isinya dengan jarum dan diamkan kulit telur sampai mengeras.', 'Rangkai kawat berbentuk bulat dengan melingkari lampu dan jangan lupa untuk membuat gantungan untuk kulit telur.', 'Susun kulit telur dan lem di rangkaian yang sudah di buat, sampai menghasilkan bentuk bola lampu seperti gambar yang di atas.']",organik,https://lifestyle.pinhome.id/blog/kerajinan-dari-kulit-telur/,"['Kerajinan Tempat lilin dari Kulit Telur', 'Lampu Minyak', 'Tempat Lilin', 'Lampu Gantung', 'Kerajinan Kaligrafi dari Kulit Telur']"
Kerajinan Kaligrafi dari Kulit Telur,kerajinan_kaligrafi_dari_kulit_telur.jpg,-,"['Kulit telur ayam yang banyak', 'Cat air/lukis', 'Kuas', 'Pensil', 'Kertas/canvas', 'Lem kayu']","['Pertama, hancurkan terlebih dahulu cangkang telur sampai menjadi serpihan-serpihan kecil.', 'Setelah itu, buat konsep kaligrafi yang Anda inginkan di atas kanvas menggunakan pensil.', 'Lalu lukis kaligrafi dengan cat air.', 'Jika sudah, tempelkan cangkang telur yang sudah dihancurkan tadi dengan lem kayu sesuai dengan kaligrafi yang Anda buat.']",organik,https://www.romadecade.org/kerajinan-dari-kulit-telur/#!,"['Kerajinan Tempat lilin dari Kulit Telur', 'Kerajinan Mozaik dari Kulit Telur', 'Kerajinan Miniatur Kebun dari Kulit Telur', 'Kerajinan Boneka dari Kulit Telur', 'Kerajinan dari Koran Jadi Tempat Pensil']"
Kerajinan Boneka dari Kulit Telur,kerajinan_boneka_dari_kulit_telur.jpg,-,"['Kulit telur ayam yang masih utuh', 'Kuas', 'Cat air/lukis']","['Pertama pilihlah terlebih dahulu kulit telur yang masih bagus.','Selanjutnya, bersihkan kulit telur dari kotoran, kemudian keringkan.', 'Berilah warna sesuai dengan karakter yang kalian inginkan, jangan lupakan bentuk mata dan juga hidung agar tampak lebih cantik', 'Dan boneka dari kulit telur sudah siap untuk dijadikan hiasan.']",organik,https://www.romadecade.org/kerajinan-dari-kulit-telur/#!,"['Kerajinan Mozaik dari Kulit Telur', 'Kerajinan Tempat lilin dari Kulit Telur', 'Kerajinan Miniatur Kebun dari Kulit Telur', 'Boneka Pinguin Lucu dari Botol Plastik', 'Kerajinan Kaligrafi dari Kulit Telur']"
Kerajinan Miniatur Kebun dari Kulit Telur,kerajinan_miniatur_kebun_dari_kulit_telur.jpg,-,"['Beberapa kulit telur ayam', 'Tanaman hias yang berukuran kecil', 'Tanah', 'Wadah telur / rak untuk tempat kulit telur']","['Keringkan terlebih dahulu kulit telur, gunakan yang mempunyai ukuran setengah saja.', 'Selanjutnya, masukkan tanah ke dalam kulit telur beserta tanaman hiasnya dengan berbagai macam tanaman.', 'Letakkan kulit telur ke dalam rak atau tempat yang disusun secara rapi.']",organik,https://www.romadecade.org/kerajinan-dari-kulit-telur/#!,"['Miniatur Rumah', 'Kerajinan Boneka dari Kulit Telur', 'Kerajinan Kaligrafi dari Kulit Telur', 'Kerajinan Mozaik dari Kulit Telur', 'Kerajinan Tempat lilin dari Kulit Telur']"
Kerajinan Mozaik dari Kulit Telur,kerajinan_mozaik_dari_kulit_telur.jpg,-,"['Kulit telur ayam yang banyak', 'Kuas', 'Cat air/lukis', 'Lem kayu', 'Pensil', 'Kertas/canvas']","['Bersihkan dan keringkan kulit telur.', 'Warnai kulit telur sesuai selera.', 'Hancurkan kulit telur menjadi serpihan kasar dan kecil.', 'Buat konsep gambar di canvas menggunakan pensil.', 'Setelah selesai membuat gambar, tempelkan kulit telur dengan lem pada bidang gambar, sesuaikan dengan konsep gambar.']",organik,https://www.romadecade.org/kerajinan-dari-kulit-telur/#!,"['Kerajinan Boneka dari Kulit Telur', 'Kerajinan Kaligrafi dari Kulit Telur', 'Kerajinan Tempat lilin dari Kulit Telur', 'Kerajinan dari Koran Jadi Tempat Pensil', 'Kerajinan Miniatur Kebun dari Kulit Telur']"
Kerajinan Tempat lilin dari Kulit Telur,kerajinan_tempat_lilin_dari_kulit_telur.jpg,-,"['Kulit telur ayam', 'Lilin']","['Siapkan kulit telur, gunakan bahan belahan kulit telur yang tentunya tidak, hal ini agar tampilan tempat lilin bisa lebih unik dan mempunyai nilai seni.', 'Belah lilin dan ambil sumbunya.', 'Lelehkan batang lilin dan isi cairan lilin ke dalam kulit telur.', 'Sebelum cairan lilin mengeras, masukkan sumbu lilin ke dalam kulit telur.']",organik,https://www.romadecade.org/kerajinan-dari-kulit-telur/#!,"['Kerajinan Kaligrafi dari Kulit Telur', 'Kerajinan Boneka dari Kulit Telur', 'Kerajinan Mozaik dari Kulit Telur', 'Bola Lampu dari Kulit Telur', 'Kerajinan Miniatur Kebun dari Kulit Telur']"
Kerajinan Tangan Lampu Hias Dari Bambu yang Ukurannya Besar,kerajinan_tangan_lampu_hias_dari_bambu_yang_ukurannya_besar.jpg,-,"['Kabel secukupnya', 'Semen', 'Cat poxy clear', 'Cat atau pelitur', 'Bambu yang diameternya 10 cm', 'Lampu 5 watt']","['Amplas semua permukaan bambu hingga halus.', 'Kalau sudah, aplikasikan cat atau pelitur pada bambu tersebut dan tunggu sampai kering.', 'Selanjutnya, Beri lubang pada bagian tengah bambu yang akan menjadi tempat keluar masuknya kabel.', 'Untuk duduk lampu hias, Sahabat bisa menggunakan semen yang sebelumnya sudah dicetak dalam ember kecil. Untuk ketebalan semen, bisa dibuat antara 7 cm hingga 10 cm.', 'Selanjutnya ini opsional saja, tambahkan ukiran pada bambu dan ukiran ini bisa dibuat sebagai lubang untuk menjadi tempat keluarnya cahaya lampu.', 'Cat ulang bambu yang sudah diukir tadi menggunakan cat poxy clear agar bambu tampak mengkilat.', 'Terakhir, pasang kabel serta lampu dan kalau sudah, bisa langsung dicoba untuk memastikan lampu bisa menyala atau tidak.' ]",organik,https://kelistrikan.com/kerajinan-tangan-lampu-hias/,"['Kerajinan Tangan Lampu Hias dari Botol Mizone Bekas', 'Membuat Kerajinan Tangan Lampu Hias Gantung Dari Botol Bekas', 'Lampu Hias Nanas Istimewa Dari Sendok Plastik', 'Lampu Tidur Hias dari Botol Kaca Bekas', 'Lampu Hias dari Kardus Bekas']"
Membuat Pupuk Kompos dari Daun dan Nasi Aking,membuat_pupuk_kompos_dari_daun_dan_nasi_aking.jpg,-,"['Nasi Aking', 'Daun kering, minimal satu karung', 'Air satu ember sedang', 'Tali rafia secukupnya']","['Buat campuran dekomposer dengan mencampurkan nasi aking dengan air.', 'Siramkan larutan dekomposer ke daun kering yang telah dikumpulkan.', 'Pastikan larutan tersebut mengenai seluruh daun kering.', 'Setelah daun lembab, masukkan ke dalam karung.', 'Ikat karung berisi daun kering dengan tali rafia.', 'Simpan hingga empat minggu, di mana setiap minggu siramkan air ke dalam daun kering yang tersimpan di karung.', 'Ketika proses penyiraman, disarankan untuk turut menghancurkan daun-daun kering tersebut.', 'Daun-daun kering yang ada di dalam karung akan berubah menjadi hitam dengan tekstur seperti pasir pada minggu keempat.', 'Jika sudah begitu, pupuk siap dipakai.']",organik,https://berita.99.co/cara-membuat-pupuk-kompos-dari-daun/,"['Membuat Kompos dari Daun Kering dan Sisa Sayuran', 'Membuat Pupuk Kompos dari Daun Hijau', 'Membuat Pupuk Kompos dari Sampah Dapur', 'Membuat Pupuk Kompos dari Sampah Organik Rumah Tangga', 'Pembuatan Pupuk Kompos dari Sampah Bekas yang Mudah']"
Membuat Kompos dari Daun Kering dan Sisa Sayuran,membuat_pupuk_kompos_dari_daun_kering_dan_sisa_sayuran.jpg,-,"['Sampah organik di rumah', 'Larutan gula', 'EM4, campuran mikroorganisme', 'Wadah penampung dengan penutup', 'Tanah', 'Air']","['Potong daun kering menjadi bagian kecil.', 'Setelah itu, taruh daun kering ke dalam sebuah wadah yang ada penutupnya.', 'Campurkan sampah organik berupa sisa sayuran dari rumah, larutan gula, dan EM4.', 'Tambahkan air lalu aduk agar bahan-bahan tercampur merata.', 'Jika terlalu basah bisa tambahkan sekam atau serbuk kayu.', 'Tutup wadah pupuk dan diamkan selama satu bulan.', 'Disarankan setiap minggunya ditambahkan air untuk menjaga kelembapan.', 'Setelah satu bulan, pupuk siap digunakan.', 'Pupuk ini tidak kalah ampuh dibandingkan dengan pupuk buatan sampah dapur.']",organik,https://berita.99.co/cara-membuat-pupuk-kompos-dari-daun/,"['Membuat Pupuk Kompos dari Daun dan Nasi Aking', 'Membuat Pupuk Kompos dari Daun Hijau', 'Membuat Pupuk Kompos dari Sampah Organik Rumah Tangga', 'Membuat Pupuk Kompos dari Sampah Dapur', 'Pembuatan Pupuk Kompos dari Sampah Bekas yang Mudah']"
Membuat Pupuk Kompos dari Daun Hijau,membuat_pupuk_kompos_dari_daun_hijau.jpg,-,"['Daun Hijau', 'Larutan gula', 'EM4, campuran mikroorganisme', 'Wadah penampung dengan penutup', 'Air']","['Pertama, jemur daun hijau yang sudah dikumpulkan biar kering.', 'Hancurkan daun kering hingga menjadi potongan-potongan kecil.', 'Setelah daun menjadi potongan yang kecil, masukkan ke dalam wadah yang tertutup atau karung.', 'Sebelum ditutup, masukkan cairan dekomposer atau EM4, larutan gula, dan air. Kamu bisa membeli EM4 di toko pupuk atau tanaman hias.', 'Berikutnya, aduk merata agar semua daun terkena cairan tersebut.', 'Tutup wadah, lalu diamkan selama 2 minggu.', 'Selanjutnya, buka dan tambahkan air serta bahan-bahan organik yang berasal dari rumah tangga, sambil diaduk merata.', 'Tutup lagi. Tunggu hingga dua minggu selanjutnya, pupuk siap digunakan untuk tanaman di rumahmu.']",organik,https://berita.99.co/cara-membuat-pupuk-kompos-dari-daun/,"['Membuat Pupuk Kompos dari Sampah Dapur', 'Membuat Pupuk Kompos dari Sampah Organik Rumah Tangga', 'Membuat Pupuk Kompos dari Daun dan Nasi Aking', 'Membuat Kompos dari Daun Kering dan Sisa Sayuran', 'Pembuatan Pupuk Kompos dari Sampah Bekas yang Mudah']"
Membuat Kartu Ucapan dari Daun Kering,membuat_kartu_ucapan-dari_daun_kering.jpg,-,"['Gunting', 'Beberapa lembar daun kering', 'Lem perekat']","['Susun daun-daunan kering menjadi bentuk yang diinginkan. Kemudian, rekatkan daun dengan cara berikan lem dan ditekan ke sampul kartu. Biarkan kering.', 'Selotip dua sisi agar tidak mudah lepas.', 'Tambahkan sentuhan lainnya dengan memberikan pita kertas. Ikat simpul persegi. Kemudian, rapikan setiap sisi ujungnya.', 'Kartu ucapan dengan hiasan dedaunan kering siap untuk digunakan.']",organik,https://www.orami.co.id/magazine/kerajinan-dari-daun-kering,"['Kerajinan Bunga dari Kertas Koran', 'Buket Bunga Dari Koran', 'Tempat Pensil dari Koran', 'Tempat Tisu Sederhana Dari Koran Bekas', 'Hiasan Gantung untuk di Kamar dari Daun Kering']"
Hiasan Gantung untuk di Kamar dari Daun Kering,hiasan_gantung_untuk_di_kamar_dari_daun_kering.jpg,-,"['Beberapa dedaunan kering', 'Gunting', 'Tali tipis', 'Cat air']","['Berikan sentuhan warna yang berbeda pada daun-daun kering tersebut. Caranya dengan mencelupkan daun ke dalam cat air. Sesuaikan warna yang disukai.', 'Keringkan daun yang sudah dicat.', 'Kemudian, ikatkan pada tali yang sudah disesuaikan panjangnya.', 'Susun daun kering yang sudah diberikan warna-warna menarik.']",organik,https://www.orami.co.id/magazine/kerajinan-dari-daun-kering,"['Hiasan Rumah Berbentuk Pohon', 'Hiasan dinding kardus hexagonal', 'Membuat Kartu Ucapan dari Daun Kering', 'Dekorasi Dinding Dari Kaleng Bekas', 'Membuat Kerajinan Tangan Lampu Hias Gantung Dari Botol Bekas']"
Membuat Pupuk Kompos dari Sampah Dapur,membuat_pupuk_kompos_dari_sampah_dapur.jpg,-,"['Sampah sisa sayur dan buah', 'Sisa makanan non-lemak', 'Kertas bekas yang tidak metalik', 'Tisu', 'Daun kering', 'Bumbu dapur sisa', 'Tong atau ember cat berukuran besar beserta tutupnya', 'Sarung tangan', 'Gunting atau alat pemotong lainnya', 'Alat pengaduk', 'Sampah organik', 'Air', 'Tanah', 'Sekam', 'Cairan EM4 sebagai dekomposer']","['Potong sampah organik menjadi ukuran kecil demi mempercepat proses pengomposan.', 'Larutkan cairan dekomposer ke dalam air setidaknya 5 liter.', 'Masukkan sampah organik yang telah dipotong-potong ke dalam wadah atau tong.', 'Masukkan tanah ke dalam tong, sesuaikan ketebalannya dengan sampah organik.', 'Siram dengan air.', 'Masukkan sekam.', 'Siram dengan larutan air dan dekomposer.', 'Masukkan tanah lagi ke dalam wadah untuk menutup sampah.', 'Tutup wadah dengan rapat.', 'Setelah ditutup, biarkan sampah terurai dan bercampur dengan tanah. Umumnya, proses pengomposan akan berlangsung selama 7-8 pekan. Aduk setidaknya seminggu sekali.', 'Selama penyimpanan, pastikan wadah tak terkontaminasi oleh air dan hewan. Pastikan juga wadah tak terkena paparan sinar matahari.', 'Demikian cara membuat pupuk kompos dari sampah dapur. Selamat mencoba!']",organik,https://www.cnnindonesia.com/gaya-hidup/20231113081938-284-1023346/cara-membuat-pupuk-kompos-dari-sampah-dapur,"['Membuat Pupuk Kompos dari Sampah Organik Rumah Tangga', 'Membuat Pupuk Kompos dari Daun Hijau', 'Pembuatan Pupuk Kompos dari Sampah Bekas yang Mudah', 'Membuat Pupuk Kompos dari Daun dan Nasi Aking', 'Membuat Kompos dari Daun Kering dan Sisa Sayuran']"
